Timestamp,Motor_ID,Current_Amp,Voltage_V,Motor_RPM,Vibration_mm_s,Winding_Temp_C,Bearing_Temp_C,Coolant_Pressure_Bar,Ambient_Humidity_Pct
2023-10-01 08:00:24,ROT-MILL-05,86.87,422.3,1468.9,5.024,79.61,67.97,4.0,77.2
2023-10-01 08:00:25,ROT-MILL-05,82.48,418.5,1473.1,4.534,80.13,68.16,4.13,75.0
2023-10-01 08:00:26,ROT-MILL-05,83.06,414.3,1472.5,4.781,80.36,68.34,4.0,69.0
2023-10-01 08:00:27,ROT-MILL-05,87.9,409.2,1454.2,4.675,80.56,68.43,3.99,67.3
2023-10-01 08:00:28,ROT-MILL-05,82.41,416.3,1469.9,4.46,80.7,68.57,4.07,84.2
2023-10-01 08:00:29,ROT-MILL-05,83.54,409.8,1464.0,4.815,80.99,68.73,3.94,76.5
2023-10-01 08:00:30,ROT-MILL-05,83.37,417.5,1464.1,4.155,81.38,68.95,3.96,77.7
2023-10-01 08:00:31,ROT-MILL-05,84.39,415.2,1468.5,5.488,81.57,69.13,4.0,67.8
2023-10-01 08:00:32,ROT-MILL-05,87.28,417.6,1457.6,4.464,81.62,69.3,4.04,70.3
2023-10-01 08:00:33,ROT-MILL-05,87.87,414.7,1467.1,3.031,81.87,69.46,4.0,81.5
2023-10-01 08:00:34,ROT-MILL-05,86.18,414.2,1465.0,3.871,81.97,69.62,3.95,77.6
2023-10-01 08:00:35,ROT-MILL-05,85.5,413.4,1469.0,3.325,82.15,69.75,4.12,72.4
2023-10-01 08:00:36,ROT-MILL-05,86.57,423.1,1458.3,4.049,82.4,69.94,4.27,75.9
2023-10-01 08:00:37,ROT-MILL-05,43.68,413.5,1477.1,0.902,81.55,69.32,4.03,72.1
2023-10-01 08:00:38,ROT-MILL-05,44.18,415.3,1482.9,1.063,80.4,68.73,3.99,80.7
2023-10-01 08:00:39,ROT-MILL-05,43.05,409.5,1481.8,1.268,79.49,68.17,4.06,76.3
2023-10-01 08:00:40,ROT-MILL-05,43.15,414.7,1478.3,1.404,78.61,67.68,4.02,83.4
2023-10-01 08:00:41,ROT-MILL-05,43.43,414.0,1478.0,1.663,77.7,67.2,4.05,74.4
2023-10-01 08:00:42,ROT-MILL-05,44.38,418.4,1476.4,1.204,76.92,66.65,4.18,74.2
2023-10-01 08:00:43,ROT-MILL-05,46.25,415.5,1478.0,1.204,76.14,66.11,3.89,71.9
2023-10-01 08:00:44,ROT-MILL-05,45.56,410.1,1481.9,1.142,75.33,65.62,4.14,75.1
2023-10-01 08:00:45,ROT-MILL-05,45.26,412.5,1479.9,1.335,74.41,65.21,4.13,77.2
2023-10-01 08:00:46,ROT-MILL-05,45.6,411.5,1483.6,1.225,73.73,64.76,3.85,84.2
2023-10-01 08:00:47,ROT-MILL-05,43.76,416.8,1481.2,1.091,73.15,64.19,3.82,76.1
2023-10-01 08:00:48,ROT-MILL-05,44.41,420.5,1479.2,1.356,72.35,63.67,3.94,69.3
2023-10-01 08:00:49,ROT-MILL-05,43.41,415.9,1482.7,1.045,71.73,63.26,4.11,69.4
2023-10-01 08:00:50,ROT-MILL-05,48.81,411.0,1481.4,1.649,71.03,62.87,3.93,72.0
2023-10-01 08:00:51,ROT-MILL-05,44.98,414.8,1481.2,1.323,70.3,62.49,4.02,73.4
2023-10-01 08:00:52,ROT-MILL-05,45.67,417.0,1478.2,1.129,69.75,62.14,3.97,69.9
2023-10-01 08:00:53,ROT-MILL-05,48.86,418.5,1481.7,1.304,69.29,61.79,4.01,79.0
2023-10-01 08:00:54,ROT-MILL-05,45.94,415.8,1477.6,1.166,68.91,61.52,4.15,77.0
2023-10-01 08:00:55,ROT-MILL-05,46.02,420.0,1480.3,1.381,68.57,61.27,4.22,85.0
2023-10-01 08:00:56,ROT-MILL-05,44.1,416.7,1477.4,1.209,68.04,61.0,4.22,73.5
2023-10-01 08:00:57,ROT-MILL-05,43.7,419.2,1479.6,1.183,67.7,60.66,4.09,69.9
2023-10-01 08:00:58,ROT-MILL-05,47.6,412.6,1477.8,1.278,67.31,60.35,3.93,75.2
2023-10-01 08:00:59,ROT-MILL-05,45.66,412.4,1478.8,1.009,67.01,60.04,4.04,69.5
2023-10-01 08:01:00,ROT-MILL-05,46.17,416.8,1479.7,1.379,66.76,59.78,4.09,77.2
2023-10-01 08:01:01,ROT-MILL-05,45.61,417.6,1478.8,1.16,66.45,59.52,4.06,69.6
2023-10-01 08:01:02,ROT-MILL-05,42.17,413.3,1479.8,1.688,66.16,59.22,4.11,74.2
2023-10-01 08:01:03,ROT-MILL-05,82.68,418.6,1470.2,4.201,67.22,59.73,3.92,80.0
2023-10-01 08:01:04,ROT-MILL-05,87.07,413.7,1462.3,4.362,68.16,60.24,3.92,81.0
2023-10-01 08:01:05,ROT-MILL-05,88.05,416.9,1462.2,4.402,69.18,60.69,4.07,80.2
2023-10-01 08:01:06,ROT-MILL-05,82.41,415.7,1466.4,3.562,69.89,61.1,4.02,74.9
2023-10-01 08:01:07,ROT-MILL-05,85.35,413.8,1465.9,4.71,70.5,61.46,4.09,73.0
2023-10-01 08:01:08,ROT-MILL-05,87.77,412.3,1467.9,4.39,71.21,61.99,3.84,75.5
2023-10-01 08:01:09,ROT-MILL-05,89.86,414.0,1469.3,4.852,71.92,62.41,4.11,61.8
2023-10-01 08:01:10,ROT-MILL-05,82.87,417.8,1466.2,4.413,72.59,62.82,3.95,72.0
2023-10-01 08:01:11,ROT-MILL-05,83.34,415.2,1458.6,4.69,73.21,63.08,3.93,78.5
2023-10-01 08:01:12,ROT-MILL-05,86.14,416.0,1454.9,5.406,73.76,63.47,4.0,75.2
2023-10-01 08:01:13,ROT-MILL-05,79.43,413.1,1468.4,4.443,74.33,63.84,4.05,85.6
2023-10-01 08:01:14,ROT-MILL-05,88.54,414.9,1462.6,4.079,74.81,64.04,3.99,69.5
2023-10-01 08:01:15,ROT-MILL-05,83.7,416.3,1458.6,4.491,75.42,64.36,3.95,74.6
2023-10-01 08:01:16,ROT-MILL-05,84.02,412.0,1469.7,4.501,75.94,64.65,3.9,80.5
2023-10-01 08:01:17,ROT-MILL-05,84.79,420.8,1464.1,3.947,76.41,65.02,3.88,69.1
2023-10-01 08:01:18,ROT-MILL-05,86.02,411.4,1466.3,5.011,76.9,65.22,3.97,70.5
2023-10-01 08:01:19,ROT-MILL-05,84.34,409.0,1455.9,5.427,77.16,65.44,3.91,70.5
2023-10-01 08:01:20,ROT-MILL-05,81.73,417.0,1467.1,4.292,77.6,65.74,3.91,68.5
2023-10-01 08:01:21,ROT-MILL-05,83.69,419.7,1461.8,3.844,77.92,65.95,4.14,75.4
2023-10-01 08:01:22,ROT-MILL-05,88.06,419.1,1472.2,4.704,78.51,66.17,4.12,74.4
2023-10-01 08:01:23,ROT-MILL-05,85.72,419.6,1465.6,4.011,78.75,66.4,4.05,73.1
2023-10-01 08:01:24,ROT-MILL-05,89.41,415.8,1463.6,5.32,79.17,66.6,4.07,77.9
2023-10-01 08:01:25,ROT-MILL-05,83.84,415.4,1463.0,4.574,79.45,66.83,4.06,77.3
2023-10-01 08:01:26,ROT-MILL-05,83.79,410.1,1469.6,3.96,79.78,67.08,3.93,84.7
2023-10-01 08:01:27,ROT-MILL-05,84.49,414.3,1457.2,4.793,79.94,67.29,3.94,74.9
2023-10-01 08:01:28,ROT-MILL-05,81.92,417.6,1466.6,4.265,80.14,67.52,3.91,75.4
2023-10-01 08:01:29,ROT-MILL-05,87.09,413.6,1458.8,3.969,80.33,67.75,3.97,70.9
2023-10-01 08:01:30,ROT-MILL-05,84.08,413.9,1464.3,4.22,80.46,67.88,3.98,72.5
2023-10-01 08:01:31,ROT-MILL-05,84.77,414.6,1463.7,4.223,80.52,68.13,3.98,70.2
2023-10-01 08:01:32,ROT-MILL-05,83.36,415.6,1466.1,4.833,80.64,68.3,4.18,81.1
2023-10-01 08:01:33,ROT-MILL-05,83.71,418.1,1468.0,4.606,80.85,68.54,3.7,73.4
2023-10-01 08:01:34,ROT-MILL-05,82.42,408.2,1470.8,3.832,80.98,68.65,3.84,80.8
2023-10-01 08:01:35,ROT-MILL-05,87.23,415.5,1475.1,4.099,81.09,68.81,4.04,71.6
2023-10-01 08:01:36,ROT-MILL-05,80.21,413.7,1458.9,5.119,81.35,69.03,3.93,70.4
2023-10-01 08:01:37,ROT-MILL-05,43.66,412.6,1479.3,1.252,80.23,68.41,4.07,73.9
2023-10-01 08:01:38,ROT-MILL-05,47.03,421.2,1476.9,1.274,79.32,67.83,3.99,70.8
2023-10-01 08:01:39,ROT-MILL-05,45.37,418.7,1479.0,1.151,78.55,67.26,3.78,78.2
2023-10-01 08:01:40,ROT-MILL-05,45.33,411.9,1482.3,1.09,77.62,66.71,4.08,66.8
2023-10-01 08:01:41,ROT-MILL-05,44.83,413.6,1482.1,0.996,76.72,66.19,3.87,69.9
2023-10-01 08:01:42,ROT-MILL-05,46.88,417.4,1480.0,1.342,75.8,65.74,4.03,74.1
2023-10-01 08:01:43,ROT-MILL-05,47.48,414.3,1481.4,1.357,75.18,65.27,3.94,89.9
2023-10-01 08:01:44,ROT-MILL-05,45.15,415.4,1476.2,1.221,74.36,64.79,4.18,74.3
2023-10-01 08:01:45,ROT-MILL-05,43.56,416.6,1482.1,1.46,73.78,64.32,3.89,68.2
2023-10-01 08:01:46,ROT-MILL-05,46.43,416.4,1479.8,1.361,73.01,63.84,3.95,79.4
2023-10-01 08:01:47,ROT-MILL-05,46.3,414.3,1478.7,1.349,72.3,63.36,4.14,78.8
2023-10-01 08:01:48,ROT-MILL-05,45.82,414.0,1479.6,1.147,71.67,63.01,3.95,70.5
2023-10-01 08:01:49,ROT-MILL-05,42.37,416.2,1483.1,0.893,71.08,62.65,3.95,81.3
2023-10-01 08:01:50,ROT-MILL-05,44.75,412.9,1482.1,1.297,70.56,62.37,4.05,80.8
2023-10-01 08:01:51,ROT-MILL-05,43.63,414.0,1482.3,1.103,70.18,62.02,4.01,72.0
2023-10-01 08:01:52,ROT-MILL-05,49.32,413.4,1481.1,1.335,69.61,61.61,3.8,68.0
2023-10-01 08:01:53,ROT-MILL-05,44.12,414.8,1481.1,1.34,69.16,61.31,4.08,72.8
2023-10-01 08:01:54,ROT-MILL-05,45.6,416.6,1478.1,1.31,68.61,61.0,4.03,78.4
2023-10-01 08:01:55,ROT-MILL-05,48.73,410.0,1477.1,1.363,68.34,60.7,3.87,68.5
2023-10-01 08:01:56,ROT-MILL-05,42.57,422.4,1477.9,1.038,67.91,60.42,4.04,71.1
2023-10-01 08:01:57,ROT-MILL-05,41.15,418.7,1477.7,0.986,67.52,60.06,3.98,76.7
2023-10-01 08:01:58,ROT-MILL-05,47.02,416.8,1479.1,1.248,67.18,59.85,3.74,64.2
2023-10-01 08:01:59,ROT-MILL-05,47.86,412.8,1478.1,1.139,66.85,59.64,4.08,74.9
2023-10-01 08:02:00,ROT-MILL-05,44.16,409.5,1479.4,1.04,66.47,59.35,4.02,83.6
2023-10-01 08:02:01,ROT-MILL-05,41.96,413.5,1481.2,1.648,66.3,59.14,3.98,69.4
2023-10-01 08:02:02,ROT-MILL-05,46.56,420.8,1479.1,0.908,65.96,58.98,4.05,69.4
2023-10-01 08:02:03,ROT-MILL-05,45.49,416.9,1478.4,0.866,65.64,58.69,4.01,75.6
2023-10-01 08:02:04,ROT-MILL-05,45.48,414.2,1477.8,1.349,65.45,58.48,3.97,62.1
2023-10-01 08:02:05,ROT-MILL-05,46.42,416.2,1478.5,1.155,65.06,58.26,3.95,70.3
2023-10-01 08:02:06,ROT-MILL-05,43.3,415.6,1486.0,1.205,65.07,58.0,3.99,77.6
2023-10-01 08:02:07,ROT-MILL-05,44.72,412.1,1478.8,1.254,64.77,57.76,3.96,79.7
2023-10-01 08:02:08,ROT-MILL-05,46.15,409.0,1480.7,1.108,64.69,57.46,3.95,83.2
2023-10-01 08:02:09,ROT-MILL-05,45.17,410.0,1480.8,1.421,64.44,57.16,4.01,80.2
2023-10-01 08:02:10,ROT-MILL-05,44.34,417.7,1480.5,0.995,64.19,57.02,3.79,74.8
2023-10-01 08:02:11,ROT-MILL-05,46.12,413.3,1478.0,1.017,63.93,56.84,3.88,75.6
2023-10-01 08:02:12,ROT-MILL-05,45.64,408.6,1478.5,1.485,63.77,56.65,3.97,74.9
2023-10-01 08:02:13,ROT-MILL-05,44.76,408.6,1480.7,1.163,63.5,56.5,4.04,72.6
2023-10-01 08:02:14,ROT-MILL-05,46.92,415.3,1477.3,0.928,63.32,56.22,3.85,64.5
2023-10-01 08:02:15,ROT-MILL-05,44.9,417.5,1481.3,1.037,63.03,56.08,3.92,78.0
2023-10-01 08:02:16,ROT-MILL-05,46.6,413.5,1479.4,1.242,62.94,55.82,4.02,85.0
2023-10-01 08:02:17,ROT-MILL-05,45.52,420.3,1479.5,0.98,62.79,55.66,4.03,85.5
2023-10-01 08:02:18,ROT-MILL-05,44.39,417.4,1480.9,1.235,62.73,55.42,4.11,79.1
2023-10-01 08:02:19,ROT-MILL-05,46.28,415.5,1481.6,1.046,62.47,55.3,4.14,69.9
2023-10-01 08:02:20,ROT-MILL-05,44.67,415.2,1481.8,1.276,62.32,55.2,3.92,78.4
2023-10-01 08:02:21,ROT-MILL-05,43.15,412.9,1477.9,1.37,62.15,55.12,3.99,76.4
2023-10-01 08:02:22,ROT-MILL-05,44.65,413.8,1480.3,1.215,62.07,54.94,4.1,71.2
2023-10-01 08:02:23,ROT-MILL-05,47.4,416.3,1478.9,1.184,61.99,54.83,4.02,81.5
2023-10-01 08:02:24,ROT-MILL-05,46.7,415.1,1479.4,1.255,62.09,54.68,3.98,66.7
2023-10-01 08:02:25,ROT-MILL-05,46.38,416.2,1483.9,1.359,62.01,54.59,3.87,79.1
2023-10-01 08:02:26,ROT-MILL-05,46.55,419.2,1484.1,1.24,61.9,54.43,3.92,71.5
2023-10-01 08:02:27,ROT-MILL-05,45.77,415.6,1477.5,1.227,61.87,54.32,3.83,75.3
2023-10-01 08:02:28,ROT-MILL-05,46.26,409.8,1480.8,1.037,61.74,54.16,4.04,69.7
2023-10-01 08:02:29,ROT-MILL-05,45.08,419.3,1482.3,1.357,61.85,54.0,4.02,80.3
2023-10-01 08:02:30,ROT-MILL-05,43.73,414.1,1480.0,1.167,61.83,53.77,4.11,82.1
2023-10-01 08:02:31,ROT-MILL-05,45.29,415.9,1479.3,1.187,61.64,53.7,4.1,60.8
2023-10-01 08:02:32,ROT-MILL-05,44.27,415.7,1483.5,1.311,61.56,53.54,4.0,71.8
2023-10-01 08:02:33,ROT-MILL-05,45.8,416.4,1479.4,1.19,61.59,53.41,3.97,73.3
2023-10-01 08:02:34,ROT-MILL-05,44.72,412.9,1479.0,0.775,61.61,53.33,3.85,80.1
2023-10-01 08:02:35,ROT-MILL-05,46.93,416.4,1478.9,1.243,61.67,53.27,4.09,82.3
2023-10-01 08:02:36,ROT-MILL-05,41.64,418.2,1478.6,0.933,61.57,53.21,3.95,83.7
2023-10-01 08:02:37,ROT-MILL-05,42.95,412.4,1478.8,1.351,61.57,53.12,4.17,89.0
2023-10-01 08:02:38,ROT-MILL-05,46.73,420.7,1478.9,1.295,61.48,52.94,3.96,70.9
2023-10-01 08:02:39,ROT-MILL-05,45.77,417.6,1479.8,0.98,61.47,52.84,4.02,73.8
2023-10-01 08:02:40,ROT-MILL-05,42.88,415.7,1477.0,1.351,61.38,52.68,3.88,80.2
2023-10-01 08:02:41,ROT-MILL-05,43.6,412.3,1482.4,1.08,61.2,52.58,4.11,62.5
2023-10-01 08:02:42,ROT-MILL-05,47.9,417.3,1480.1,1.062,61.11,52.48,4.1,74.0
2023-10-01 08:02:43,ROT-MILL-05,44.87,415.3,1481.5,1.417,61.05,52.44,3.96,83.5
2023-10-01 08:02:44,ROT-MILL-05,45.56,414.9,1479.7,1.295,61.02,52.35,3.96,69.3
2023-10-01 08:02:45,ROT-MILL-05,47.56,416.2,1480.8,1.193,60.76,52.2,4.0,74.6
2023-10-01 08:02:46,ROT-MILL-05,43.38,417.6,1479.5,1.157,60.9,52.14,4.02,73.0
2023-10-01 08:02:47,ROT-MILL-05,44.01,414.8,1483.2,1.101,60.68,52.07,4.09,80.9
2023-10-01 08:02:48,ROT-MILL-05,45.24,414.2,1481.3,1.008,60.61,52.07,3.88,76.0
2023-10-01 08:02:49,ROT-MILL-05,43.68,415.9,1479.7,1.316,60.58,52.02,3.92,77.0
2023-10-01 08:02:50,ROT-MILL-05,46.41,411.4,1481.6,1.463,60.61,52.01,4.01,77.4
2023-10-01 08:02:51,ROT-MILL-05,47.43,416.3,1480.5,1.029,60.69,51.95,3.68,73.6
2023-10-01 08:02:52,ROT-MILL-05,43.07,414.8,1479.3,1.008,60.65,51.9,4.0,73.5
2023-10-01 08:02:53,ROT-MILL-05,44.52,413.3,1481.4,1.157,60.62,51.81,4.12,78.8
2023-10-01 08:02:54,ROT-MILL-05,44.19,412.4,1478.3,0.851,60.64,51.75,4.11,72.1
2023-10-01 08:02:55,ROT-MILL-05,44.65,413.5,1478.7,1.147,60.61,51.68,4.0,77.6
2023-10-01 08:02:56,ROT-MILL-05,44.99,414.4,1478.0,0.766,60.59,51.68,3.77,77.8
2023-10-01 08:02:57,ROT-MILL-05,43.78,419.1,1479.8,1.366,60.6,51.66,3.98,77.0
2023-10-01 08:02:58,ROT-MILL-05,43.59,419.8,1481.9,1.219,60.54,51.56,4.0,67.4
2023-10-01 08:02:59,ROT-MILL-05,44.29,418.0,1482.1,0.91,60.57,51.5,4.11,81.5
2023-10-01 08:03:00,ROT-MILL-05,45.4,418.5,1479.8,1.072,60.35,51.45,3.92,70.7
2023-10-01 08:03:01,ROT-MILL-05,48.49,410.3,1481.5,1.175,60.37,51.38,4.05,69.1
2023-10-01 08:03:02,ROT-MILL-05,46.42,415.0,1476.4,1.111,60.51,51.35,3.97,65.8
2023-10-01 08:03:03,ROT-MILL-05,45.83,410.8,1481.4,1.04,60.42,51.33,3.97,75.8
2023-10-01 08:03:04,ROT-MILL-05,46.3,415.5,1478.8,1.308,60.45,51.35,3.92,75.6
2023-10-01 08:03:05,ROT-MILL-05,85.29,413.2,1468.6,3.609,61.75,52.04,3.89,79.7
2023-10-01 08:03:06,ROT-MILL-05,83.23,414.7,1467.8,4.619,62.81,52.67,4.13,66.6
2023-10-01 08:03:07,ROT-MILL-05,86.86,414.6,1460.9,4.662,64.01,53.35,3.98,73.3
2023-10-01 08:03:08,ROT-MILL-05,86.51,413.0,1458.5,3.791,64.83,53.96,3.96,73.4
2023-10-01 08:03:09,ROT-MILL-05,86.97,414.6,1457.2,4.196,66.04,54.53,3.92,68.6
2023-10-01 08:03:10,ROT-MILL-05,79.38,416.3,1458.4,4.008,67.42,55.19,3.95,71.7
2023-10-01 08:03:11,ROT-MILL-05,83.34,412.8,1469.0,4.735,68.17,55.73,4.03,84.5
2023-10-01 08:03:12,ROT-MILL-05,86.93,418.4,1455.5,5.022,69.03,56.34,3.87,79.1
2023-10-01 08:03:13,ROT-MILL-05,84.87,419.8,1467.8,3.607,69.76,56.9,3.9,75.3
2023-10-01 08:03:14,ROT-MILL-05,84.91,413.2,1461.4,4.709,70.51,57.47,3.99,73.4
2023-10-01 08:03:15,ROT-MILL-05,81.36,421.4,1471.2,4.163,71.36,57.9,4.09,72.5
2023-10-01 08:03:16,ROT-MILL-05,86.05,416.5,1463.3,4.453,72.21,58.47,3.99,74.5
2023-10-01 08:03:17,ROT-MILL-05,80.01,418.5,1465.8,4.536,72.76,58.96,4.02,76.0
2023-10-01 08:03:18,ROT-MILL-05,82.87,413.8,1466.4,3.937,73.29,59.5,3.89,74.0
2023-10-01 08:03:19,ROT-MILL-05,88.46,416.0,1463.9,4.524,73.99,59.99,3.95,78.9
2023-10-01 08:03:20,ROT-MILL-05,87.0,416.4,1461.9,4.854,74.49,60.36,4.09,71.9
2023-10-01 08:03:21,ROT-MILL-05,83.27,417.7,1455.5,5.614,75.11,60.85,3.98,68.4
2023-10-01 08:03:22,ROT-MILL-05,84.87,412.7,1458.4,4.618,75.55,61.3,3.66,76.9
2023-10-01 08:03:23,ROT-MILL-05,81.09,416.4,1464.9,4.607,76.22,61.74,4.15,81.5
2023-10-01 08:03:24,ROT-MILL-05,89.16,419.4,1464.7,3.703,76.81,62.1,4.01,72.8
2023-10-01 08:03:25,ROT-MILL-05,84.43,411.7,1467.8,4.274,77.26,62.48,3.97,70.6
2023-10-01 08:03:26,ROT-MILL-05,88.25,414.4,1476.3,5.025,77.7,62.86,4.07,66.8
2023-10-01 08:03:27,ROT-MILL-05,86.94,416.6,1463.3,3.78,78.24,63.25,3.99,71.8
2023-10-01 08:03:28,ROT-MILL-05,82.85,415.9,1470.2,4.404,78.5,63.58,4.05,83.5
2023-10-01 08:03:29,ROT-MILL-05,84.29,416.5,1454.5,5.484,78.91,63.91,3.93,71.1
2023-10-01 08:03:30,ROT-MILL-05,84.19,417.4,1468.6,5.287,79.31,64.3,3.98,77.7
2023-10-01 08:03:31,ROT-MILL-05,85.46,415.2,1471.5,4.656,79.52,64.61,4.01,75.9
2023-10-01 08:03:32,ROT-MILL-05,84.51,416.4,1460.4,4.561,79.94,64.87,4.16,82.7
2023-10-01 08:03:33,ROT-MILL-05,83.25,410.2,1457.2,4.371,80.11,65.19,3.98,75.2
2023-10-01 08:03:34,ROT-MILL-05,82.17,414.6,1463.1,3.898,80.39,65.45,4.08,70.6
2023-10-01 08:03:35,ROT-MILL-05,85.53,420.7,1460.2,4.732,80.51,65.73,4.14,78.6
2023-10-01 08:03:36,ROT-MILL-05,83.91,418.9,1465.5,3.136,80.73,66.02,4.04,64.1
2023-10-01 08:03:37,ROT-MILL-05,82.48,415.2,1456.6,4.522,81.06,66.33,3.98,77.4
2023-10-01 08:03:38,ROT-MILL-05,82.25,409.6,1465.0,4.584,81.21,66.54,3.95,83.1
2023-10-01 08:03:39,ROT-MILL-05,82.69,416.9,1471.8,3.909,81.26,66.82,3.88,72.7
2023-10-01 08:03:40,ROT-MILL-05,80.87,413.0,1465.4,4.436,81.48,67.01,3.87,80.4
2023-10-01 08:03:41,ROT-MILL-05,90.2,420.3,1460.1,4.153,81.56,67.28,4.13,79.4
2023-10-01 08:03:42,ROT-MILL-05,82.99,418.3,1466.6,4.768,81.66,67.45,4.03,81.8
2023-10-01 08:03:43,ROT-MILL-05,85.26,409.5,1464.4,5.052,81.85,67.74,3.8,67.4
2023-10-01 08:03:44,ROT-MILL-05,84.92,414.5,1463.7,5.179,82.03,67.94,3.83,77.5
2023-10-01 08:03:45,ROT-MILL-05,83.57,415.7,1466.3,3.986,82.11,68.2,4.03,74.7
2023-10-01 08:03:46,ROT-MILL-05,83.69,412.1,1465.6,4.894,82.31,68.33,3.99,73.8
2023-10-01 08:03:47,ROT-MILL-05,83.61,412.2,1466.4,4.66,82.43,68.49,4.21,77.1
2023-10-01 08:03:48,ROT-MILL-05,83.77,416.0,1464.9,4.968,82.48,68.68,3.94,73.8
2023-10-01 08:03:49,ROT-MILL-05,83.55,414.4,1474.0,5.213,82.59,68.81,4.07,80.7
2023-10-01 08:03:50,ROT-MILL-05,83.05,415.7,1459.1,4.173,82.66,69.04,3.88,77.0
2023-10-01 08:03:51,ROT-MILL-05,80.41,414.5,1468.7,3.909,82.61,69.24,3.91,78.9
2023-10-01 08:03:52,ROT-MILL-05,83.57,416.1,1458.6,4.719,82.87,69.47,4.05,74.2
2023-10-01 08:03:53,ROT-MILL-05,84.24,416.0,1465.1,3.421,83.02,69.65,4.05,76.4
2023-10-01 08:03:54,ROT-MILL-05,82.59,411.6,1474.1,3.986,82.99,69.74,4.11,67.5
2023-10-01 08:03:55,ROT-MILL-05,89.25,410.9,1472.2,4.396,83.24,69.92,4.09,68.6
2023-10-01 08:03:56,ROT-MILL-05,85.26,417.7,1454.9,4.929,83.36,70.06,3.85,71.2
2023-10-01 08:03:57,ROT-MILL-05,86.65,415.0,1463.2,4.155,83.43,70.22,3.98,71.4
2023-10-01 08:03:58,ROT-MILL-05,89.77,413.1,1462.9,4.326,83.61,70.37,3.97,80.9
2023-10-01 08:03:59,ROT-MILL-05,83.97,418.6,1469.6,3.626,83.76,70.64,3.93,66.6
2023-10-01 08:04:00,ROT-MILL-05,86.44,417.7,1467.0,4.161,83.65,70.75,3.97,78.8
2023-10-01 08:04:01,ROT-MILL-05,83.8,417.9,1466.3,3.961,83.6,70.91,4.07,75.8
2023-10-01 08:04:02,ROT-MILL-05,82.03,419.3,1461.6,5.37,83.7,71.02,4.0,84.0
2023-10-01 08:04:03,ROT-MILL-05,85.31,415.7,1464.4,4.289,83.8,71.05,3.89,78.9
2023-10-01 08:04:04,ROT-MILL-05,82.8,417.5,1471.0,3.141,83.82,71.15,3.91,77.2
2023-10-01 08:04:05,ROT-MILL-05,86.21,416.3,1468.3,4.528,83.97,71.23,4.09,81.8
